,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
225,1/13/2015,Quarter2,finishing ,Tuesday,5,0.65,4.15,N/A,1440,0,0.0,0,0,8.0,0.821354167
226,1/13/2015,Quarter2,finishing ,Tuesday,2,0.8,3.94,N/A,1440,0,0.0,0,0,8.0,0.805909091
227,1/13/2015,Quarter2,sweing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753
228,1/13/2015,Quarter2,sweing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753
229,1/13/2015,Quarter2,sweing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8
230,1/13/2015,Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584
231,1/13/2015,Quarter2,finishing ,Tuesday,8,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.681060606
232,1/13/2015,Quarter2,finishing ,Tuesday,7,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.670075758
233,1/13/2015,Quarter2,finishing ,Tuesday,11,0.8,4.15,N/A,1440,0,0.0,0,0,8.0,0.601278409
234,1/13/2015,Quarter2,sweing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029
235,1/13/2015,Quarter2,sweing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345
236,1/13/2015,Quarter2,sweing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799
237,1/13/2015,Quarter2,sweing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649
238,1/14/2015,Quarter2,finishing ,Wednesday,11,0.8,4.15,N/A,1980,0,0.0,0,0,7.0,0.934607438
239,1/14/2015,Quarter2,finishing ,Wednesday,4,0.35,4.3,N/A,2700,0,0.0,0,0,8.0,0.908080808
240,1/14/2015,Quarter2,sweing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811
241,1/14/2015,Quarter2,finishing ,Wednesday,1,0.8,3.94,N/A,1440,0,0.0,0,0,8.0,0.891723485
242,1/14/2015,Quarter2,finishing ,Wednesday,5,0.65,4.15,N/A,1440,0,0.0,0,0,15.0,0.864583333
243,1/14/2015,Quarter2,finishing ,Wednesday,9,0.8,3.94,N/A,1440,0,0.0,0,0,8.0,0.858143939
244,1/14/2015,Quarter2,sweing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311
245,1/14/2015,Quarter2,sweing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766
246,1/14/2015,Quarter2,finishing ,Wednesday,7,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.837594697
247,1/14/2015,Quarter2,finishing ,Wednesday,3,0.8,4.15,N/A,1440,0,0.0,0,0,7.0,0.820833333
248,1/14/2015,Quarter2,sweing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433
249,1/14/2015,Quarter2,sweing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753
250,1/14/2015,Quarter2,sweing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103
251,1/14/2015,Quarter2,sweing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563
252,1/14/2015,Quarter2,finishing ,Wednesday,8,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.667329545
253,1/14/2015,Quarter2,sweing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686
254,1/14/2015,Quarter2,sweing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334
255,1/14/2015,Quarter2,sweing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125
256,1/14/2015,Quarter2,finishing ,Wednesday,10,0.8,3.94,N/A,1260,0,0.0,0,0,8.0,0.332359307
257,1/14/2015,Quarter2,sweing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464
258,1/14/2015,Quarter2,finishing ,Wednesday,2,0.8,3.94,N/A,1260,0,0.0,0,0,8.0,0.247316017
259,1/15/2015,Quarter3,finishing ,Thursday,4,0.35,4.3,N/A,3600,0,0.0,0,0,20.0,0.988636364
260,1/15/2015,Quarter3,finishing ,Thursday,10,0.8,3.94,N/A,3420,0,0.0,0,0,19.0,0.953110048
261,1/15/2015,Quarter3,finishing ,Thursday,1,0.8,3.94,N/A,1440,0,0.0,0,0,8.0,0.884261364
262,1/15/2015,Quarter3,finishing ,Thursday,5,0.65,4.15,N/A,1440,0,0.0,0,0,8.0,0.860653409
263,1/15/2015,Quarter3,finishing ,Thursday,9,0.8,3.94,N/A,1440,0,0.0,0,0,8.0,0.858143939
264,1/15/2015,Quarter3,sweing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311
265,1/15/2015,Quarter3,sweing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628
266,1/15/2015,Quarter3,sweing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766
267,1/15/2015,Quarter3,sweing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103
268,1/15/2015,Quarter3,sweing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139
269,1/15/2015,Quarter3,sweing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139
270,1/15/2015,Quarter3,sweing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345
271,1/15/2015,Quarter3,finishing ,Thursday,7,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.689299242
272,1/15/2015,Quarter3,sweing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293
273,1/15/2015,Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952
274,1/15/2015,Quarter3,finishing ,Thursday,8,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.606912879
275,1/15/2015,Quarter3,sweing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767
276,1/15/2015,Quarter3,sweing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069
277,1/15/2015,Quarter3,sweing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888
278,1/17/2015,Quarter3,finishing ,Saturday,5,0.65,4.15,N/A,2700,0,0.0,0,0,15.0,0.98719697
279,1/17/2015,Quarter3,finishing ,Saturday,2,0.8,3.94,N/A,1800,0,0.0,0,0,10.0,0.980909091
280,1/17/2015,Quarter3,finishing ,Saturday,10,0.8,3.94,N/A,1440,0,0.0,0,0,8.0,0.974621212
281,1/17/2015,Quarter3,finishing ,Saturday,1,0.8,3.94,N/A,1440,0,0.0,0,0,8.0,0.884261364
282,1/17/2015,Quarter3,finishing ,Saturday,9,0.8,3.94,N/A,1800,0,0.0,0,0,10.0,0.82680303
283,1/17/2015,Quarter3,sweing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766
284,1/17/2015,Quarter3,sweing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753
285,1/17/2015,Quarter3,sweing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721
286,1/17/2015,Quarter3,sweing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721
287,1/17/2015,Quarter3,sweing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103
288,1/17/2015,Quarter3,sweing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103
289,1/17/2015,Quarter3,sweing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398
290,1/17/2015,Quarter3,sweing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417
291,1/17/2015,Quarter3,finishing ,Saturday,8,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.675568182
292,1/17/2015,Quarter3,finishing ,Saturday,7,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.661837121
293,1/17/2015,Quarter3,sweing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653
294,1/17/2015,Quarter3,sweing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767
295,1/17/2015,Quarter3,sweing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268
296,1/17/2015,Quarter3,finishing ,Saturday,6,0.8,2.9,N/A,900,0,0.0,0,0,5.0,0.465757576
297,1/17/2015,Quarter3,sweing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539
298,1/17/2015,Quarter3,finishing ,Saturday,11,0.8,4.15,N/A,1260,0,0.0,0,0,7.0,0.313852814
299,1/18/2015,Quarter3,finishing ,Sunday,5,0.6,4.15,N/A,1440,0,0.0,0,0,8.0,0.852793561
300,1/18/2015,Quarter3,finishing ,Sunday,11,0.65,4.15,N/A,2160,0,0.0,0,0,12.0,0.838383838
301,1/18/2015,Quarter3,finishing ,Sunday,6,0.8,2.9,N/A,1800,0,0.0,0,0,10.0,0.804848485
302,1/18/2015,Quarter3,sweing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766
303,1/18/2015,Quarter3,sweing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721
304,1/18/2015,Quarter3,sweing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721
305,1/18/2015,Quarter3,sweing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009
306,1/18/2015,Quarter3,sweing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417
307,1/18/2015,Quarter3,sweing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156
308,1/18/2015,Quarter3,finishing ,Sunday,7,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.692045455
309,1/18/2015,Quarter3,sweing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892
310,1/18/2015,Quarter3,sweing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734
311,1/18/2015,Quarter3,sweing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575
312,1/18/2015,Quarter3,sweing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497
313,1/18/2015,Quarter3,finishing ,Sunday,8,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.639867424
314,1/18/2015,Quarter3,sweing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696
315,1/18/2015,Quarter3,finishing ,Sunday,9,0.8,3.94,N/A,1800,0,0.0,0,0,10.0,0.582045455
316,1/18/2015,Quarter3,sweing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161
317,1/18/2015,Quarter3,finishing ,Sunday,10,0.7,3.94,N/A,1440,0,0.0,0,0,8.0,0.235795455
318,1/19/2015,Quarter3,finishing ,Monday,4,0.7,4.3,N/A,5040,0,0.0,0,0,28.0,0.977272727
319,1/19/2015,Quarter3,finishing ,Monday,9,0.8,3.94,N/A,1800,0,0.0,0,0,10.0,0.964106061
320,1/19/2015,Quarter3,finishing ,Monday,5,0.65,4.15,N/A,1440,0,0.0,0,0,8.0,0.958901515
321,1/19/2015,Quarter3,sweing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775
322,1/19/2015,Quarter3,sweing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602
323,1/19/2015,Quarter3,sweing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103
324,1/19/2015,Quarter3,finishing ,Monday,12,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.793844697
325,1/19/2015,Quarter3,sweing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565
326,1/19/2015,Quarter3,sweing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049
327,1/19/2015,Quarter3,sweing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751
328,1/19/2015,Quarter3,sweing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359
329,1/19/2015,Quarter3,sweing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388
330,1/19/2015,Quarter3,finishing ,Monday,8,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.683806818
331,1/19/2015,Quarter3,sweing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445
332,1/19/2015,Quarter3,sweing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393
333,1/19/2015,Quarter3,sweing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429
334,1/19/2015,Quarter3,finishing ,Monday,10,0.7,3.94,N/A,1440,0,0.0,0,0,8.0,0.538399621
335,1/19/2015,Quarter3,finishing ,Monday,11,0.7,4.15,N/A,1440,0,0.0,0,0,8.0,0.409545455
336,1/19/2015,Quarter3,sweing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836
337,1/20/2015,Quarter3,finishing ,Tuesday,5,0.7,4.15,N/A,1440,0,0.0,0,0,8.0,1.033570076
338,1/20/2015,Quarter3,sweing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486
339,1/20/2015,Quarter3,sweing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721
340,1/20/2015,Quarter3,sweing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103
341,1/20/2015,Quarter3,sweing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049
342,1/20/2015,Quarter3,sweing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359
343,1/20/2015,Quarter3,sweing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968
344,1/20/2015,Quarter3,sweing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898
345,1/20/2015,Quarter3,finishing ,Tuesday,9,0.8,3.94,N/A,1800,0,0.0,0,0,10.0,0.72830303
346,1/20/2015,Quarter3,sweing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388
347,1/20/2015,Quarter3,sweing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796
348,1/20/2015,Quarter3,finishing ,Tuesday,8,0.8,2.9,N/A,1440,0,0.0,0,0,8.0,0.639867424
349,1/20/2015,Quarter3,sweing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419
350,1/20/2015,Quarter3,sweing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792
351,1/20/2015,Quarter3,finishing ,Tuesday,11,0.7,4.15,N/A,2700,0,0.0,0,0,15.0,0.362666667
352,1/21/2015,Quarter3,finishing ,Wednesday,4,0.75,4.3,N/A,6000,0,0.0,0,0,20.0,0.978525641
353,1/21/2015,Quarter3,finishing ,Wednesday,2,0.7,3.94,N/A,5100,0,0.0,0,0,17.0,0.912202112
354,1/21/2015,Quarter3,sweing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277
355,1/21/2015,Quarter3,sweing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511
356,1/21/2015,Quarter3,finishing ,Wednesday,9,0.8,3.94,N/A,2400,0,0.0,0,0,8.0,0.827147436
357,1/21/2015,Quarter3,sweing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542
358,1/21/2015,Quarter3,sweing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742
359,1/21/2015,Quarter3,sweing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563
360,1/21/2015,Quarter3,finishing ,Wednesday,5,0.7,4.15,N/A,2400,0,0.0,0,0,8.0,0.758173077
361,1/21/2015,Quarter3,sweing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828
362,1/21/2015,Quarter3,sweing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049
363,1/21/2015,Quarter3,sweing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388
364,1/21/2015,Quarter3,sweing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771
365,1/21/2015,Quarter3,sweing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284
366,1/21/2015,Quarter3,finishing ,Wednesday,8,0.8,2.9,N/A,2400,0,0.0,0,0,8.0,0.594871795
367,1/21/2015,Quarter3,sweing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649
368,1/21/2015,Quarter3,finishing ,Wednesday,1,0.65,3.94,N/A,2400,0,0.0,0,0,8.0,0.505128205
369,1/21/2015,Quarter3,sweing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342
370,1/21/2015,Quarter3,finishing ,Wednesday,11,0.7,4.15,N/A,2700,0,0.0,0,0,9.0,0.470769231
371,1/22/2015,Quarter4,finishing ,Thursday,7,0.6,3.94,N/A,6000,0,0.0,0,0,10.0,0.957638889
372,1/22/2015,Quarter4,finishing ,Thursday,10,0.75,3.94,N/A,8400,0,0.0,0,0,14.0,0.940701058
373,1/22/2015,Quarter4,sweing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766
374,1/22/2015,Quarter4,sweing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791
375,1/22/2015,Quarter4,sweing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989
376,1/22/2015,Quarter4,sweing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563
377,1/22/2015,Quarter4,sweing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367
378,1/22/2015,Quarter4,sweing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049
379,1/22/2015,Quarter4,finishing ,Thursday,5,0.7,4.15,N/A,9000,0,0.0,0,0,15.0,0.742901235
380,1/22/2015,Quarter4,sweing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784
381,1/22/2015,Quarter4,sweing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388
382,1/22/2015,Quarter4,finishing ,Thursday,4,0.75,4.3,N/A,9000,0,0.0,0,0,15.0,0.670216049
383,1/22/2015,Quarter4,finishing ,Thursday,1,0.7,3.94,N/A,15000,0,0.0,0,0,25.0,0.649662222
384,1/22/2015,Quarter4,finishing ,Thursday,2,0.7,3.94,N/A,15000,0,0.0,0,0,25.0,0.649662222
385,1/22/2015,Quarter4,finishing ,Thursday,6,0.8,2.9,N/A,4800,0,0.0,0,0,8.0,0.626822917
386,1/22/2015,Quarter4,sweing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426
387,1/22/2015,Quarter4,sweing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361
388,1/22/2015,Quarter4,sweing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132
389,1/22/2015,Quarter4,sweing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544
390,1/22/2015,Quarter4,finishing ,Thursday,3,0.7,3.94,N/A,12000,0,0.0,0,0,20.0,0.460578704
391,1/22/2015,Quarter4,finishing ,Thursday,8,0.8,2.9,N/A,4800,0,0.0,0,0,8.0,0.397743056
392,1/22/2015,Quarter4,finishing ,Thursday,12,0.6,4.08,N/A,5400,0,0.0,0,0,9.0,0.327407407
393,1/24/2015,Quarter4,finishing ,Saturday,5,0.7,4.15,N/A,2700,0,0.0,0,0,15.0,0.966666667
394,1/24/2015,Quarter4,finishing ,Saturday,10,0.75,3.94,N/A,1800,0,0.0,0,0,10.0,0.937242424
395,1/24/2015,Quarter4,finishing ,Saturday,8,0.8,2.9,N/A,1620,0,0.0,0,0,9.0,0.910521886
396,1/24/2015,Quarter4,sweing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806
397,1/24/2015,Quarter4,sweing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106
398,1/24/2015,Quarter4,finishing ,Saturday,11,0.75,4.15,N/A,1800,0,0.0,0,0,10.0,0.896022727
399,1/24/2015,Quarter4,finishing ,Saturday,3,0.75,3.94,N/A,1440,0,0.0,0,0,8.0,0.895454545
400,1/24/2015,Quarter4,finishing ,Saturday,7,0.65,3.94,N/A,2160,0,0.0,0,0,12.0,0.870580808
401,1/24/2015,Quarter4,finishing ,Saturday,12,0.7,4.08,N/A,1620,0,0.0,0,0,9.0,0.858585859
402,1/24/2015,Quarter4,sweing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806
403,1/24/2015,Quarter4,sweing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987
404,1/24/2015,Quarter4,sweing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143
405,1/24/2015,Quarter4,sweing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194
406,1/24/2015,Quarter4,sweing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323
407,1/24/2015,Quarter4,sweing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201
408,1/24/2015,Quarter4,sweing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784
409,1/24/2015,Quarter4,finishing ,Saturday,4,0.75,4.3,N/A,2160,0,0.0,0,0,12.0,0.651515152
410,1/24/2015,Quarter4,sweing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734
411,1/24/2015,Quarter4,sweing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217
412,1/24/2015,Quarter4,finishing ,Saturday,2,0.75,3.94,N/A,1440,0,0.0,0,0,8.0,0.578314394
413,1/24/2015,Quarter4,finishing ,Saturday,1,0.7,3.94,N/A,1440,0,0.0,0,0,8.0,0.578314394
414,1/24/2015,Quarter4,sweing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951
415,1/24/2015,Quarter4,finishing ,Saturday,9,0.6,3.94,N/A,1440,0,0.0,0,0,8.0,0.261174242
416,1/25/2015,Quarter4,finishing ,Sunday,5,0.7,4.15,N/A,3060,0,0.0,0,0,17.0,0.973796791
417,1/25/2015,Quarter4,finishing ,Sunday,2,0.75,3.94,N/A,1440,0,0.0,0,0,8.0,0.970075758
418,1/25/2015,Quarter4,finishing ,Sunday,1,0.7,3.94,N/A,1440,0,0.0,0,0,8.0,0.970075758
419,1/25/2015,Quarter4,finishing ,Sunday,3,0.75,3.94,N/A,1620,0,0.0,0,0,9.0,0.961784512
420,1/25/2015,Quarter4,finishing ,Sunday,10,0.75,3.94,N/A,3420,0,0.0,0,0,19.0,0.955151515
421,1/25/2015,Quarter4,finishing ,Sunday,4,0.75,4.3,N/A,2160,0,0.0,0,0,12.0,0.952020202
422,1/25/2015,Quarter4,sweing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106
423,1/25/2015,Quarter4,sweing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776
424,1/25/2015,Quarter4,sweing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609
425,1/25/2015,Quarter4,sweing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307
426,1/25/2015,Quarter4,sweing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364
427,1/25/2015,Quarter4,sweing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563
428,1/25/2015,Quarter4,finishing ,Sunday,7,0.65,3.94,N/A,2520,0,0.0,0,0,14.0,0.749188312
429,1/25/2015,Quarter4,sweing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417
430,1/25/2015,Quarter4,sweing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672
431,1/25/2015,Quarter4,sweing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784
432,1/25/2015,Quarter4,sweing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524
433,1/25/2015,Quarter4,finishing ,Sunday,12,0.7,4.08,N/A,1620,0,0.0,0,0,9.0,0.618181818
434,1/25/2015,Quarter4,sweing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168
435,1/25/2015,Quarter4,sweing,Sunday,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916
436,1/25/2015,Quarter4,finishing ,Sunday,8,0.8,2.9,N/A,720,0,0.0,0,0,4.0,0.329545455
437,1/26/2015,Quarter4,finishing ,Monday,3,0.75,3.94,N/A,1800,0,0.0,0,0,10.0,1.059621212
438,1/26/2015,Quarter4,finishing ,Monday,10,0.75,3.94,N/A,3780,0,0.0,0,0,21.0,0.997792208
439,1/26/2015,Quarter4,finishing ,Monday,4,0.75,4.3,N/A,2160,0,0.0,0,0,12.0,0.963699495
440,1/26/2015,Quarter4,finishing ,Monday,5,0.7,4.15,N/A,2700,0,0.0,0,0,15.0,0.959191919
441,1/26/2015,Quarter4,finishing ,Monday,2,0.75,3.94,N/A,1800,0,0.0,0,0,10.0,0.910378788
442,1/26/2015,Quarter4,finishing ,Monday,1,0.7,3.94,N/A,1800,0,0.0,0,0,10.0,0.910378788
443,1/26/2015,Quarter4,sweing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684
444,1/26/2015,Quarter4,sweing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.800386364
445,1/26/2015,Quarter4,sweing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.80035194
446,1/26/2015,Quarter4,sweing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024
447,1/26/2015,Quarter4,sweing,Monday,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.800023511
448,1/26/2015,Quarter4,sweing,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563
